id,app_prize,description,have_pricing_hint,num_of_categories,num_of_pricing_plans,num_of_reviews,avg_of_ratings,num_of_replies
86012985-f906-4c61-a9b7-0887b0c8810f,0,2140,0,2,1,11,2.3636,0
862be40f-316b-440a-a733-a3b9ad3b023e,0,1969,0,2,1,1,3.0000,0
863705e9-45ae-4cd4-abe6-447aa903888d,0,1382,1,3,1,0,0,0
8637e22d-24ef-490c-9e59-c60ed3eb7bec,0,806,0,6,1,2,5.0000,0
865d3c62-ab9a-43d9-95f9-a697613a5e50,1,2190,1,3,2,41,4.7805,37
8670e938-4337-4a6e-9cb4-7c68923326f8,1,2258,1,2,4,144,4.2361,40
867944ae-3fd8-437e-983b-dd08988ab995,0,881,1,2,1,2,5.0000,0
867b32fd-c5a0-4b51-8467-7177734a5b54,0,1223,0,2,4,28,3.6786,5
868b9415-88fa-4a75-b74f-aad87b7359e2,0,1317,0,3,1,1,5.0000,0
86947fe5-5720-4de8-a422-3336dab847f5,0,2905,0,2,3,2,5.0000,0
869561eb-7126-42d8-87fd-dfa49191ea12,0,1269,0,6,1,0,0,0
869f59a0-1e7e-46e4-8a25-adf5f3e099f0,0,768,0,3,1,1,1.0000,0
86c16cac-e7b6-4110-b310-6b1579277670,0,918,0,5,2,61,4.8033,2
86d70bcb-2e76-43fb-a8d5-22195830aede,0,1578,0,7,3,0,0,3
86da9721-f089-40ee-a5d3-3a543da8ff18,0,2764,1,1,4,0,0,0
86dc20fc-260f-4c78-9cbf-fa66d9642987,0,2080,1,4,3,0,0,0
86dfdc84-e9ce-4e22-92f9-7bce3251ac87,0,1894,1,2,4,2,5.0000,2
86f14650-06bc-4d7f-bdcf-065d7fbfd96c,0,2864,0,1,2,9,3.6667,0
86fbb9c1-fb96-4440-8a12-1faa00600ecf,1,3013,1,4,1,102,4.8725,12
872eb7ff-7ec8-42de-a57e-eeee24e1c865,0,2109,1,2,1,0,0,12
8785d00f-6652-495d-a5e8-18e488e42839,0,2434,0,3,1,1,5.0000,0
8799c7a7-0dd8-4c9f-b1b6-622b33b0288a,0,1850,1,2,1,7,4.4286,3
879e99a3-9d3a-46ae-9bdd-601d9ffe2937,0,2812,0,4,1,47,4.7447,2
87cc1cbe-71a6-475f-97f3-e84ef3484c2f,1,2438,1,2,1,413,4.8402,11
88199f3d-a1f6-40f2-90d0-5fcec28c3c2d,0,2361,1,4,1,6,3.1667,3
881f35bc-5d0a-4e06-a2f8-cd0b980bd660,0,1668,1,2,1,0,0,10
8830fbca-cca1-47eb-ab57-6937a429371a,0,655,0,2,3,0,0,0
883f7885-706c-4c4b-bce1-c29c119d40f7,0,716,0,1,1,0,0,0
88463478-f609-43f8-929b-037526a261fd,0,1201,1,1,1,35,4.5143,3
8846a2ec-56c7-4d2d-8b98-90b61d0475a8,0,2888,0,2,1,3,5.0000,8
8847bcd2-df6f-4355-a109-dcab972e7595,0,2273,1,3,1,7,4.0000,4
8857118c-6f63-478c-aadf-94db36a97c3b,1,2103,1,4,3,2,5.0000,87
885dd7db-0ea2-4ce4-97c8-31314658a6bc,0,669,1,2,1,1,5.0000,0
8866da42-bff2-4ec9-a388-6724e8794c06,0,2006,1,5,3,239,4.7406,12
886831ab-957a-4fbc-bd36-92f29c2869ef,0,1090,1,3,1,21,4.4762,2
88750f82-291c-4eeb-8df0-522615e8b036,0,2332,1,2,2,0,0,11
88b38e14-a410-4c4f-b770-e44c11b1bd97,0,1371,1,3,1,2,3.0000,40
88bcf19a-1424-4e56-bdbe-e8ea6487fab2,0,2380,1,1,4,11,5.0000,10
88d3d6ce-c834-46f0-910a-7c48be01b888,0,946,1,2,1,4,5.0000,2
88dc9e24-9b70-4d78-ae4f-77203566a2f5,0,2171,0,3,1,10,4.8000,6
88df9cc3-1eae-4b5c-b2e2-8d3967377f97,0,1192,0,1,1,24,4.2083,0
88f6b86a-9a0a-444d-8fac-d722e5d0c9b5,0,2450,0,2,1,1,5.0000,0
88ffbc08-22ae-4b7c-9d36-d491143fb9d1,1,3079,0,3,4,424,4.8420,7
89042a72-a6e3-432a-96b7-1fa3c6bab9d3,0,2096,1,5,1,1,5.0000,0
890a6e1b-8dc0-4866-b0a4-ea67e3daf07b,1,2769,1,5,2,249,4.8594,20
89111fde-4520-498a-ba69-84cef07f13e8,0,1299,1,4,1,1,5.0000,8
89275bdb-3eac-4baa-a892-a7df5237d559,0,2460,1,6,3,12,5.0000,12
892e795b-96b1-460e-99fd-759597f9db81,0,2031,0,4,1,1,1.0000,0
892ee530-8c2c-4ca7-95a0-69cf107953bf,1,1126,1,5,3,4,3.0000,36
89479bc0-e48d-4705-bd64-43fcd940f4b1,0,2796,1,1,1,32,4.8125,2
895d75a3-63b2-43bd-a13e-6defa8b8cbd5,0,694,1,2,1,3,5.0000,2
8962edfa-ca2e-4783-9a6c-cfd594f617ea,0,1840,1,2,1,1,5.0000,1
896c9125-bf1e-41d4-b087-7e709f706830,1,2996,1,2,1,1527,4.8468,10
8974179f-bb1f-4db0-9d4a-f7e93cb6420a,0,1204,1,4,1,6,3.3333,6
8990d396-7f4f-4626-aa43-10db87a645b8,0,1217,1,8,1,0,0,0
89a70ded-9e38-4c2c-8fd5-1fc67e182f1b,0,2209,0,2,1,15,5.0000,1280
89d69275-ad5f-49ab-9a79-5b2e95dcf800,0,2789,1,6,4,6,5.0000,6
89f0221f-9faa-4d76-b587-13411cb909fb,0,1926,1,5,4,1,5.0000,5
89f6a8a6-c1d8-4eac-9566-961daec861a2,0,1344,1,5,1,4,4.7500,0
89f7c1b6-14cb-4267-9639-86238e5499a3,0,1416,1,2,1,5,5.0000,63
8a0fd33d-c123-4d46-a5c1-0e898466c811,0,1898,1,1,1,117,4.3590,0
8a1bb9b4-d6d2-49cd-8edb-242e1ed59fb0,1,1568,1,5,2,63,4.9206,37
8a41a9b9-4a84-4973-a387-bd166ea8762e,0,1988,0,3,2,1,5.0000,0
8a599a1f-4e88-4505-ad9f-c2342fbe29b4,0,2769,0,2,2,3,5.0000,8
8a5c4660-65cc-4410-8938-6c6f32e31d98,0,1810,0,1,1,2,3.0000,1
8a6d9a44-d45b-4a6d-8a5e-946114257fba,0,2750,1,6,4,268,4.7761,2
8a71e6e8-33c4-4106-a92e-844e3b39319c,0,1084,0,1,1,0,0,0
8a823cfd-156e-43a8-8b5c-38d82fd18bbc,0,1336,0,1,1,1,5.0000,0
8aa4cc86-bb9d-4f9b-8e5c-184b045f3cc5,1,1770,1,3,4,413,4.8644,172
8ac49971-4d7f-4fd6-9372-85b5717e6b50,0,1913,1,2,2,29,4.6897,0
8acd6285-50d1-4ecb-b8f6-e6bd163775a3,1,2715,0,3,2,65,4.6462,138
8ae10ee0-6b7a-4fc3-8139-2fcbc62760e9,0,1463,1,2,1,10,4.6000,6
8af7eaa9-980e-4fb1-a43e-9ba4b033a51b,0,874,0,3,1,3,5.0000,2
8afd7eeb-8f8f-4ae5-a24d-f5d69ab4ec77,0,2781,1,7,1,16,4.9375,1
8b16217d-112b-4ddf-96bb-d2a3abab673c,0,1623,1,5,1,1,5.0000,0
8b2b1706-3168-454a-b67f-b4a0359b11bc,0,1135,1,4,1,4,3.0000,1
8b877ab4-f41e-4fe1-8faa-93020788108b,0,2627,1,3,2,47,4.7021,0
8b8ef36c-f895-4630-8608-9ab26eb1521d,1,3082,1,1,1,882,4.8220,0
8bd91373-40a4-4f8a-a3ba-532da061db19,0,1710,1,4,1,1,5.0000,0
8bdfb1fa-e73d-42d8-9609-5ac4cb9d51ce,0,2624,0,4,1,1,3.0000,0
8c013192-023f-4f59-8cc0-109c5615a2bb,1,2372,1,3,1,119,4.8655,21
8c0e782c-0320-4833-9cfe-3e89287980ff,0,1513,0,5,4,6,5.0000,3
8c165d0a-9044-42fa-9240-b462d0b219d4,1,2236,0,3,2,111,4.8919,2
8c3a9227-bcaf-4bf0-99c5-6ed9824c04fe,0,825,1,5,3,0,0,0
8c54d502-51e5-45b4-8d85-2ceb35c1b67f,1,1677,0,2,4,107,4.9439,2
8c60d9f4-e5d6-448b-9df9-3db4bc9a0bbb,0,2964,1,3,2,17,5.0000,11
8c974c46-2224-43df-8bc1-9e7bd9d8e6cf,0,2476,0,1,1,3,4.0000,12
8ca7f892-6d79-4394-bfcc-7ee95920381c,0,1843,1,7,1,3,3.0000,6
8ca99828-7a07-4fae-aa00-190e864997a5,0,2271,1,3,1,1,5.0000,1
8cad50e9-5970-4a43-8d31-0fe2c86c721a,0,1204,0,5,1,1,5.0000,0
8cc77a76-06b5-4aaf-8cf9-769bf57ecc02,0,1115,1,4,1,0,0,0
8cd69243-cb65-4e22-aa0a-66d022ee42bb,0,2191,1,2,1,14,4.3571,22
8cefcb8e-b636-4397-bcb1-778d13e567a1,0,1888,0,2,1,19,4.1579,5
8d1b4307-ffc5-45ca-bc88-95bb227804e6,0,964,1,4,2,2,5.0000,0
8d1be855-89cf-4786-bde0-8b4e1732bf83,1,2996,0,2,4,3359,4.7743,194
8d1e8bc9-0d0e-4e0d-a265-c8a84f093f58,0,1317,1,3,1,0,0,0
8d206c44-2f97-4360-b0f0-756a60e88d32,0,1165,1,3,1,86,4.9884,6
8d20ed6e-d039-4d5a-9129-163474aaa4e7,0,1477,0,2,1,0,0,27
8d29e7bd-4656-437c-abfe-ed651dc53b82,0,1035,1,2,4,13,3.9231,5
8d2a1314-1792-454b-9749-452032e44577,0,1532,1,1,3,3,5.0000,0
8d2f1d65-7132-4f5b-a692-504b745efe39,0,1103,1,2,3,10,4.9000,1
8d5576a3-65ba-44bd-a3ca-0718423eb492,0,1328,0,2,2,8,2.7500,0
8d765d87-44a0-4ebe-b528-e1d45dae09c4,0,2198,1,3,1,18,4.8333,1
8d7da8f6-1fe4-4651-9c7f-4ad81c124937,0,1826,1,2,1,0,0,0
8d8f7e9a-5816-4eeb-b913-8cfb28139c52,1,2416,1,10,4,349,4.9628,7
8d9e80f2-8a3f-4e75-8c4b-51022c3af699,0,1321,1,6,1,64,4.9531,1
8da7eaa9-50f4-4a2a-a573-3e9d4d98f7ea,0,1175,1,2,1,3,4.3333,0
8dd19980-7ce2-41d6-9f10-4e8079dba302,1,3094,0,8,2,1578,4.9404,11
8de8304a-a00c-420c-a965-8939e6184a09,0,2774,1,1,1,19,4.5789,0
8df2eb6f-bff2-42e0-b571-58feb3e32d1a,0,1021,1,2,1,14,5.0000,0
8df42f55-f190-4adb-9912-b9ac3522062a,1,1270,1,3,4,294,4.8844,11
8dfb7e1f-1c7e-4d44-a6d0-dadfde35fc44,0,2672,0,1,1,80,4.1125,0
8e037e29-bbcd-4fc7-adee-7625f9456959,0,2916,0,2,2,28,4.9643,0
8e046e89-6e9f-45c2-a73e-100c1c9e7912,0,1126,1,3,1,0,0,0
8e200946-ab4a-4c6d-98e5-01a50d3ee5b2,0,902,1,4,1,18,3.6111,3
8e3adbac-1c77-4ae7-8752-3345ed0c0e49,0,2777,0,1,1,35,4.6571,0
8e3bb7b6-3fa6-4eed-8b26-2743a392b350,0,1892,0,2,1,3,3.0000,0
8e3e7b81-ceee-4e62-b98d-bef96a9f2b6d,0,1438,0,2,1,0,0,0
8e76ca44-238a-43c7-894d-72f2acc0f86a,1,3005,1,4,4,160,4.3438,83
8e92748f-e681-42d6-8011-5511e000e2d9,0,1708,0,2,1,14,5.0000,6
8eadfab9-cebf-4d16-b6d6-37878b7b24c1,1,1474,1,3,4,129,4.7829,172
8ec96c85-dcdf-4759-8298-d5bd59356a48,0,1783,0,3,1,6,4.8333,0
8ee4eb56-f09b-415e-98c1-f10beeb00933,1,1480,0,2,4,88,4.7159,79
8f356467-27d8-48ed-9afe-abf86663478e,0,2775,1,3,3,74,4.8243,2
8f3ec95e-4862-46ff-aa6a-73ab9474e55c,0,2444,0,1,1,919,4.7758,16
8f525862-ab25-48f5-9161-84b6cf6084bd,0,1045,1,4,1,7,2.4286,2
8f5cf348-b2b8-4b8f-b57b-051f68246f38,0,2572,1,3,1,8,5.0000,1
8f6a84eb-516b-47ad-a54e-efbdf0e49887,0,2306,1,2,1,15,4.0000,27
8f6d81ec-2516-4bd1-8793-95c7d71284ac,0,1859,0,4,1,1,5.0000,7
8f79e9ea-e206-445d-9485-b0ed472b0452,0,2347,1,2,4,4,3.7500,0
8f7edcf4-12a3-41aa-ae6d-f6246bf07a67,0,1657,1,1,1,57,4.8772,0
8fa729b6-01df-4e5c-a9ef-710e91ae6a6c,0,1176,0,2,1,8,4.6250,0
8fb919b8-7a66-466a-b16d-0c8e75ef9593,1,2012,0,4,2,159,4.5535,650
8fc36aca-7685-460f-be2b-995cfc370bcd,0,2989,1,2,1,28,5.0000,0
8feb56cd-831d-4796-b75a-c3c9b53056de,1,2043,1,2,3,100,4.8600,7
8ffbd879-ffe7-485a-8057-27042ca38b57,0,2880,1,5,3,25,4.9600,0
900f091f-2d56-4429-9c37-8b3ec3c1e9a0,0,1354,0,4,1,10,5.0000,0
901ba62f-d394-4719-a184-ae788ba257f2,1,3016,1,1,4,305,4.8492,8
90235349-b6f5-451b-8d5e-b7d157481573,0,1266,1,3,1,0,0,41
9025eff0-d714-4df1-930f-43f5582979ad,1,2786,0,5,3,4847,4.8098,0
9032926f-d8ee-4be8-8f6c-2eab0e7b99e2,0,1773,1,1,1,0,0,6
9054b3e5-9405-41a0-a6f8-713ac1530220,0,1832,1,3,1,1,5.0000,0
905c22fd-ea2c-4522-af79-4601f98d8a82,0,1064,1,2,1,0,0,0
905d04f3-e9f2-47e0-9de9-bd5583b3790d,0,1090,0,4,1,0,0,0
9064b371-29a3-4978-b1d0-eed8b950dbe0,0,2022,0,3,2,5,4.2000,0
908d5858-7eb8-4056-b9cb-64ec7da0a097,0,1066,1,5,3,54,4.2222,17
90932a97-6fd9-4760-8402-ec2c2c8f6118,0,1618,1,3,1,2,5.0000,0
90a11e36-d958-4a50-90f9-cd0552dca506,0,2862,1,3,1,121,4.2231,1023
90a4afb5-5945-4e62-8030-0e9500645d44,0,1816,0,3,1,0,0,0
90b3d90b-ac64-49ea-9ce7-bce9fcc2893c,0,2128,1,7,1,509,4.7623,413
90c56b51-c345-4867-959e-129a591623a1,0,2112,1,2,1,8,5.0000,0
90d556cb-2c06-4fce-95d6-6162eece8293,0,2453,1,4,1,152,4.6711,0
90e6b7df-9db3-4dc3-b584-b3dbbf4ae62c,0,2935,0,8,4,42,4.7143,17
91060d96-264e-4e6d-8296-11251faf5bc6,0,2080,1,4,2,19,2.7368,0
910ad76d-636b-4367-9e59-58e4ae194bc9,0,2780,1,3,4,9,3.3333,9
9114f47f-6fa1-442e-865b-7729876c9ad6,0,2844,1,5,4,3184,4.7739,29
912f016c-7ae1-40e0-9325-a14c2d3d19f1,0,1000,0,6,3,12,5.0000,0
9146344f-2774-4e25-b0b8-e7eb740e67a1,0,1597,1,7,4,1,5.0000,1
91579e06-c5b5-4dc0-ae58-0af713564fc0,0,2642,0,1,4,21,4.8095,4
91616562-2d57-4a04-9cfc-7aa661cbc42d,0,1897,1,1,1,5,4.2000,0
917a1db7-c430-4be1-a294-b1eb8cfb1314,0,1854,0,2,1,1,1.0000,1
917e0384-af89-4c31-a679-56ba8a01cb3f,0,1589,1,6,1,59,4.1525,0
9197aa84-92bd-4917-b01b-d31ac89200e6,0,994,1,2,4,3,5.0000,0
91a421b7-898a-46a6-8a13-e261ecc9d952,0,1418,1,2,1,63,4.7778,4
91ba166c-1e66-4b06-af5e-025557459cd8,0,1940,1,4,1,0,0,1
91c4ed68-12ca-49b7-8f18-43af11309f7e,0,1051,1,2,1,1,5.0000,5
91c5fe1b-7260-41bb-ab2a-314745c7233f,0,2570,1,3,3,83,4.8434,1
91ecdc7d-6579-40a0-8ae0-bdebff0b15fb,0,891,0,3,1,0,0,0
91f0b4ab-6db0-4a7d-811d-5b60a8037aff,0,1785,0,4,2,3,5.0000,0
91f3ab35-23ce-45f3-b01b-89cfc6a16ca2,0,1887,0,4,1,2,5.0000,16
92084226-300a-4257-8508-3e20dafaf1da,1,2232,1,6,2,40,4.8750,254
920f7b89-448b-4784-be2a-c55aa9b7e902,1,2345,1,7,2,6,4.3333,254
92179194-2be6-487b-a7c7-7dd0916f40ec,0,1946,0,3,1,33,4.8485,0
92423b41-ab3f-45be-8844-451b556333a5,0,2135,1,5,1,29,4.5862,3
9243fb31-9ef0-4829-b01b-2e4ed68d3d27,0,2818,1,2,1,3,2.3333,0
926b834a-1f16-49bd-be0a-88fadc4ac7c5,0,2832,0,8,1,118,4.7458,35
927c68e9-67f7-4101-a603-fd44143894a9,0,1103,1,4,4,1,5.0000,0
9286047d-23a3-4415-a169-6248e0847895,0,1993,1,1,3,0,0,0
928cd22a-750e-41e6-9e4b-8e916134e9f0,1,2535,0,5,2,397,4.8438,0
92a57dc3-18a7-48e8-826d-9531ad1a7fee,0,1860,0,3,2,0,0,0
92b39916-31ab-4002-9b76-fc55508a8ed8,0,1443,1,5,1,2,5.0000,2
92c81bc5-fb93-4b67-b486-b86105e54318,0,3009,0,2,1,1,5.0000,0
92c89c5c-f2ba-48ce-a7d6-c59c825f6c95,0,2766,0,1,1,8,4.8750,8
930bf269-b42e-432c-96c5-ed9421c2f5e6,0,2251,1,2,1,6,5.0000,1
9310a9de-502e-4832-a2d4-c17ca6d525af,0,1596,1,3,3,11,4.6364,4
93130a7d-8c2d-4f5b-b6e9-4c55a7d3a6e0,0,2807,1,1,1,30,4.7333,2
9321f53b-db3b-4975-bca1-f2588f5e84e5,0,2908,1,3,1,3,3.6667,1
934090bc-bcc7-46ae-b2ca-8fbe5811009f,0,1049,1,3,1,3,5.0000,1
934c7a3c-077b-43d5-9e7c-13c095bfd16c,0,1107,0,4,1,0,0,0
934ebbc4-ed37-4b75-a5bd-fcac57c2d39e,0,915,1,1,1,12,3.5833,2
9355726b-d6d9-4474-ba4b-4cc05645e620,0,2906,1,1,4,84,4.5238,0
9367d50a-f898-4056-9461-25973fe38a2d,0,2495,1,1,1,42,4.5714,3
93b1c37b-fcaa-43d1-91ec-cd3186a202ab,0,1233,0,3,1,1,4.0000,64
93ba7fa9-6603-4f64-af45-8502db9c7a50,1,2700,0,2,2,42,4.2857,37
93c595ca-5cd6-40b0-893e-450d5d816e79,0,2692,1,2,4,0,0,0
93db4292-9218-40a3-a2a1-e1f2904b0bf8,0,1758,1,2,3,99,4.5758,5
93f71423-b204-40b3-ae46-df0b09e5e4e2,0,899,0,6,1,0,0,0
93faa671-1cac-47a6-b69a-7166fd7fb483,0,2882,0,7,1,41,4.1220,0
9411ae95-bdd7-4ac1-84ae-d6990b96d407,0,2248,1,5,1,4,5.0000,10
94124aaa-35c5-4e19-b4bb-ccc55622d9ce,0,1836,1,1,1,47,4.9362,1
941a908d-f142-4348-97c2-317d7c12f98c,0,3004,0,3,1,68,3.9853,0
94235fbd-7014-4aec-b01c-d190df463d67,0,2382,1,3,1,15,4.9333,40
946d5526-de99-4aa3-920a-068972818b93,0,1051,0,2,2,1,5.0000,23
946e4dfa-c5fe-4845-8af4-e8d2886b7596,0,1823,1,3,1,6,4.3333,8
948052f9-ac13-42e8-9d73-2643dc06725b,0,2095,1,3,4,1,5.0000,1
94d2d86f-f0bd-400f-8eb1-822dfc7215cb,0,2252,1,2,3,1,5.0000,0
94e751e2-eb8f-42c1-810d-bddb71ed6cbd,0,2240,0,6,1,0,0,0
95108a65-cfb9-4e39-9e36-dbf82c895ca8,0,2766,0,2,1,44,4.4318,7
9510b876-4e00-423f-b501-058e3203a951,0,1291,0,2,1,0,0,3
9516b936-748a-43c1-b9c4-76d4a4e17e61,0,2596,1,2,1,25,4.6400,8
9519a42e-d65b-4294-b015-45cfda355ffa,0,2328,1,5,2,65,4.2000,0
952e8ef5-3aa1-4962-805e-6b30ccc70568,0,2815,1,5,3,0,0,0
95368b79-2ca2-4eeb-a02d-a2484275d46a,1,2792,1,3,4,1229,4.9129,14
954189ed-c31c-4b93-b13a-678f35fc627f,0,3227,1,2,4,16,4.8125,0
9548aaf0-32e4-43e3-a764-dfc5b16ee05b,0,2719,1,2,2,2,3.0000,2
9551fa8e-0a16-4813-aa5f-8d1392d016d1,0,2160,0,3,2,22,4.5000,21
9559f0d8-0461-4d0f-b948-03f7eee5c90b,0,2981,1,3,3,120,4.6667,12
957253ce-e41a-4fff-86cd-10b09c31b461,0,1740,0,4,1,7,5.0000,0
957453d5-671a-4ef2-8719-f9336414807c,0,2057,1,5,1,11,4.7273,10
9591ba21-9e60-4a84-83c8-afdde9e42195,0,2856,1,4,1,11,4.8182,1
9598b415-bd16-477e-a425-85d1e06d94d9,1,1537,0,4,2,81,4.5432,413
95cfc2f0-3eb1-47db-8550-65f5678eb5fb,0,1651,1,6,1,56,4.8929,16
960f0e07-346c-4901-933e-6767abd43d36,0,3035,0,4,1,1,4.0000,0
9615ce1c-36e2-4187-af17-732fa82c26c0,0,1900,0,2,1,3,3.6667,0
962998c7-ac7a-47a3-a91b-33266c603290,0,953,1,2,1,7,5.0000,0
96373203-298e-4b89-a2e7-f322fb1af780,0,1766,1,3,1,1,5.0000,0
9643a624-23a4-45a3-9d76-e9dec2f17f37,0,2317,1,2,3,8,5.0000,0
964434ef-6bbe-469d-8eaf-8683a7552baa,0,2686,0,2,4,23,4.3478,0
9661ce4c-ec28-43c4-a303-db1ee298275b,0,1106,0,4,1,0,0,0
967728a8-0c29-4951-80dc-9b75e66923e1,0,2879,1,3,1,4,5.0000,3
967aa13b-bd5a-4397-8bee-ceaf52772288,0,1933,0,6,1,20,4.1000,0
96830060-4768-46a7-aed3-fef513db6ee2,0,980,0,2,4,2,5.0000,0
96989545-7a18-4398-8006-0d4f4cdb71bc,0,1293,0,3,1,4,5.0000,0
9698e3e9-46ec-477c-a520-39a6446a4c03,0,1532,1,5,1,1,5.0000,3
96a228b6-4df3-4696-bd47-8cf761707812,0,1617,1,3,1,1,5.0000,22
96b640b1-2935-4c81-a1ef-88c01167347d,0,2155,1,1,1,3,4.6667,0
96bff7ba-9c8f-4c70-8262-16d7633eef52,0,1956,1,4,1,0,0,1
96d1a964-8cb9-4505-ae95-d62048183a7c,0,2746,1,2,3,108,4.3981,8
96ddced8-5ca9-4c84-8245-7facdf6c3ed4,0,2508,1,3,1,2,5.0000,5
96ea9454-202b-443a-85b0-b3d65dda1376,0,856,1,1,1,0,0,0
96f9356c-f677-4a16-b0b3-da0273103228,0,718,0,2,1,0,0,0
96fc6cdf-8cec-4afa-bf87-cf7eea9a05d6,1,1300,1,4,3,30,4.3333,40
9713848b-3ce0-4bc9-a497-c6929e2e42db,0,2243,0,1,1,37,4.3514,6
971e46d3-0273-4e79-9947-18c2ad2975ad,0,1192,0,3,1,5,4.8000,2
972be2e8-60c1-4195-8e36-f4b2b6c901ba,1,2614,0,3,3,144,4.4236,92
973bf77e-db6a-4373-9fc4-dae1e3191744,1,2543,1,5,1,181,4.8564,40
974154eb-5a76-44ec-b5c5-ca988bf731e4,0,2570,1,4,1,0,0,2
9748f6f4-b7a4-4ae7-8392-61a1e0d389a1,0,1544,0,3,1,445,4.5281,138
975b3522-7e59-4f03-9179-e9cad76a2d8d,0,2155,1,3,1,8,5.0000,6
979a5944-5891-4fc8-b120-3581182d351c,0,2262,1,2,1,0,0,1
97a03a68-2ef9-42c7-96bd-f0674960eb68,0,2865,1,3,1,2,5.0000,1
97abd8a3-4c47-4e40-be77-431e69342ae7,0,1803,0,3,1,1,5.0000,0
97bc6246-387b-414f-a3f9-ccae97c4bdf5,0,760,1,1,1,3,1.0000,3
97d508af-314d-49c9-8f7c-09075e09a066,0,1522,1,2,1,0,0,0
97dd6021-44ff-48f8-9378-38099b692936,0,1110,0,3,1,0,0,0
97e241b1-7276-4cb8-aefa-9066b646d254,0,1588,0,5,1,0,0,0
982cacfe-be37-4ab2-8d16-7c24a008cf71,0,1789,0,1,1,2,5.0000,0
9834187a-d863-4bc5-9294-eb3608acc0a6,0,1528,1,2,1,5,5.0000,0
98489812-409a-47df-a27b-d426d1b46a38,0,3046,0,4,4,39,4.7949,1
9857a025-f38f-4ccd-a950-d4acf4f4c7e6,0,2779,0,3,1,54,3.5185,13
98962989-3e2f-4c31-94d8-7fa1ca6fc9c0,0,1314,1,4,1,0,0,0
98a14d13-58c5-4ba8-984f-1350536a7ba8,0,995,1,4,4,0,0,0
98a466e9-9f46-4059-b30b-b5efbc4c40bf,0,1793,1,2,1,39,4.9744,1
98b40c6d-efb1-4d09-941f-2f4b66092018,0,3063,1,2,3,26,4.7308,0
9906834d-1323-4033-a3e6-976448273c27,0,1014,1,4,1,4,3.0000,5
99379871-4447-4b16-84fe-12dd997cebd6,0,2522,1,2,1,4,4.0000,0
994c4be2-61fc-4e3a-ade6-160ea9a7fcd7,0,2749,1,2,2,1,5.0000,0
995753e1-1ec8-4b54-a5d4-a9289584b99e,0,2590,1,1,2,0,0,0
996d0a5b-116c-415f-bf6e-b9af7dab16d4,0,2602,1,3,1,117,4.5043,2
99786ef8-ab8b-40fa-979c-fe10785e1b38,0,1316,1,3,2,1,5.0000,0
99895d5e-3f08-4fa0-83c8-d7fe2577ef39,0,1516,1,2,1,18,5.0000,5
998abea6-f573-481e-ac78-0adbfa756b14,0,967,0,5,1,3,4.3333,0
998cc7b8-aa4d-40e3-941c-6ee28bcfe0b3,0,2146,1,5,1,10,3.4000,0
9993e9de-eb42-4ea4-b2ff-f87b0b288147,0,1540,0,5,1,0,0,0
99a1b3c9-cd99-4138-8e47-109a2420f330,0,1512,1,3,2,2,3.0000,4
99b559a3-3d8a-4e45-ab53-1cb93c1457ef,1,2872,1,5,3,36,4.3056,254
99bb2975-ec8d-4719-8cc9-d40d1b4fce72,0,2285,0,3,1,0,0,0
99deed5c-7ab5-4a24-a350-b14f494fbfa0,0,1116,1,1,1,1,3.0000,1
99fe8c00-2261-448a-ac8a-83a9394a0779,1,2988,1,1,2,1910,4.7340,1023
9a0737c2-7ef8-4d5a-aa0d-1a553f365dbf,0,1388,1,2,1,1,5.0000,0
9a4a85b5-79c0-4a1f-a263-82212d5a071d,0,1725,1,2,2,6,5.0000,3
9a5068d6-a2ca-4fb3-9bed-694bda07f40b,0,1278,0,4,1,0,0,0
9a7166d7-d879-4e3a-a092-ca012c845530,1,1746,0,1,1,359,4.8552,6
9a999265-8062-43af-abf7-7415c210aff5,0,1916,0,1,1,2,5.0000,0
9ada2d60-ba91-4f49-ba15-18f5b064b9d5,0,1801,1,2,1,24,4.4583,30
9aeb8a44-e408-4adc-b0e2-e8fc74a5264e,0,961,1,1,1,13,4.8462,10
9b0106bf-bc22-403b-aa3b-c962f2e62981,0,791,0,3,3,5,4.0000,3
9b04c6dc-7d26-410f-b2dc-66964462c84a,0,1089,0,3,1,2,3.0000,0
9b339369-6ef8-40c9-a752-db88b2a9dfbd,0,1902,1,3,3,17,4.6471,0
9b3f8be3-dde2-407d-b32e-5f0d1e64fedc,0,2304,1,2,3,1,5.0000,0
9b4045ac-dff1-4933-9cb6-6a9cb6a0bf65,0,2767,0,6,1,0,0,0
9b58698e-2ea1-445b-b9ce-4dfde02a5da5,0,1555,0,8,4,3,5.0000,3
9b634002-2585-40a2-b0f4-763fe750e6b8,0,2585,1,3,2,41,4.9512,1
9b79f3a4-e390-468b-b409-d78a0c21973c,0,1020,0,3,1,421,4.7981,4
9b964691-3660-4746-a6a8-9d9e37a5d7d9,0,569,1,2,1,4,3.0000,0
9b9e2d39-befd-4fa3-a9a0-13b41be5a225,0,1639,1,4,2,1,1.0000,12
9bbb73f0-d920-4a76-9ee7-07ad91fe5cee,0,2862,1,8,4,0,0,0
9bcff545-3232-460f-bc7a-82baab5f2cf3,0,1790,1,1,4,77,4.9351,26
9be5fa14-2507-48bc-b785-c3f93577ec33,0,1704,1,3,1,257,4.7821,0
9c058d13-286c-4415-83c7-586f15293022,0,932,1,3,1,1,5.0000,1
